tag_id,name,category,count,zh_name,zh_name_2,source,confidence,note,donmai_url,api_status
1766885,demon_slayer_uniform,0,4499,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/demon_slayer_uniform,ok
560677,arm_rest,0,4494,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/arm_rest,ok
883683,white_feathers,0,4452,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/white_feathers,ok
1478255,dangle_earrings,0,4414,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/dangle_earrings,ok
1235204,bike_shorts_under_skirt,0,4394,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/bike_shorts_under_skirt,ok
1257314,idol_clothes,0,4263,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/idol_clothes,ok
1312165,orange_necktie,0,4262,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/orange_necktie,ok
493348,christmas_ornaments,0,4259,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/christmas_ornaments,ok
634638,text_background,0,4242,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/text_background,ok
609122,multiple_belts,0,4228,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/multiple_belts,ok
1322421,bandaid_on_cheek,0,4203,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/bandaid_on_cheek,ok
1530508,scar_on_nose,0,4175,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/scar_on_nose,ok
758409,taur,0,4162,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/taur,ok
1253174,employee_uniform,0,4158,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/employee_uniform,ok
676138,asymmetrical_footwear,0,4124,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/asymmetrical_footwear,ok
1770614,green_gemstone,0,4113,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/green_gemstone,not_found
558384,on_grass,0,4060,,,danbooru_api_no_chinese,low,,https://danbooru.donmai.us/wiki_pages/on_grass,ok
